IGCH,"Type URI","Quantity (Certain)","Quantity (Uncertain)",Notes,"To check","Additional Notes"
igch1302,https://www.corpus-nummorum.eu/types/8497,1,,,,"Ellis-Evans forthcoming no. 5"
igch1302,"Attalus II Philadelphus, Silver, Tetradrachm",1,,"Westermark VIA/B; Attalus I (Philetaerus)",,"Ellis-Evans forthcoming no. 6"
igch1302,https://numismatics.org/sco/id/sc.1.486.1,1,,,,"Ellis-Evans forthcoming no. 7"
igch1302,https://numismatics.org/sco/id/sc.1.896.1,1,,,,"Ellis-Evans forthcoming no. 8"
igch1303,https://numismatics.org/pella/id/price.3700,1,,,,
igch1303,https://numismatics.org/pella/id/price.1599,2,,,,
igch1303,https://numismatics.org/pella/id/price.1480,1,,,,
igch1303,https://numismatics.org/pella/id/price.1624,1,,,,
igch1303,https://numismatics.org/pella/id/price.2049,1,,,,
igch1303,https://numismatics.org/pella/id/price.2927,1,,,,
igch1303,https://numismatics.org/pella/id/price.2982,1,,,,
igch1303,https://numismatics.org/pella/id/price.1325,1,,,,
igch1303,https://greekcoinage.org/iris/id/antigonus_iii.panagopoulou.iii.2.4,1,,,,
igch1303,"Lysimachus, Byzantium, Tetradrachm [Thompson 49]",1,,,,
igch1303,https://www.corpus-nummorum.eu/types/cn.byzantium.1_ed.145,1,,,,
igch1303,https://greekcoinage.org/iris/id/prusias_i_bithynia.waddington.1908.9,1,,,,
igch1303,https://www.corpus-nummorum.eu/types/8851,1,,,,
igch1303,https://www.corpus-nummorum.eu/types/8859,1,,,,
igch1303,https://greekcoinage.org/iris/id/side_leschhorn_1989_1-23,2,,,,
igch1303,https://numismatics.org/sco/id/sc.1.554,1,,,,
igch1303,https://numismatics.org/sco/id/sc.1.580.3,1,,,,
igch1303,https://numismatics.org/sco/id/sc.1.787a,1,,,,
igch1303,https://numismatics.org/sco/id/sc.1.921.5a,1,,,,
igch1303,https://numismatics.org/sco/id/sc.1.1161.1,1,,,,
igch1304,https://greekcoinage.org/iris/id/ephesus_kinns_holt_2023.iv.ar.xviii,23,uncertain,,,
igch1305,https://greekcoinage.org/iris/id/erythrae_kinns_1980_period_ii.2.ae.5,2,,,,
igch1305,https://greekcoinage.org/iris/id/erythrae_kinns_1980_period_iii.1.ae.5,2,3,"3 uncertainties are Betancourt nos. 1, 3–4 (not in Kinns)",,
igch1305,https://greekcoinage.org/iris/id/erythrae_kinns_1980_period_iii.1.ae.6,1,,,,
igch1305,https://greekcoinage.org/iris/id/erythrae_kinns_1980_period_iii.2.ae.10,1,,,,
igch1305,https://greekcoinage.org/iris/id/erythrae_kinns_1980_period_iv.ae.10,1,,,,
igch1305,https://greekcoinage.org/iris/id/erythrae_kinns_1980_period_iv.ae.12,1,,,,
igch1305,https://greekcoinage.org/iris/id/erythrae_kinns_1980_period_iv.ae.15,22,,,,
igch1305,https://greekcoinage.org/iris/id/erythrae_kinns_1980_period_iv.ae.16,2,,,,
igch1305,https://greekcoinage.org/iris/id/erythrae_kinns_1980_period_iv.ae.18,1,,,,
igch1305,https://greekcoinage.org/iris/id/erythrae_kinns_1980_period_v.ae.17,2,,,,
igch1305,https://greekcoinage.org/iris/id/erythrae_kinns_1980_period_v.ae.18,2,,,,
igch1305,https://greekcoinage.org/iris/id/erythrae_kinns_1980_period_v.ae.19,2,,,,
igch1306,"Chios, Bronze",,50+,,"Hardwick 1991",
igch1307,https://greekcoinage.org/iris/id/cnidus_nordbo_1972_8,,48,,,
igch1309,https://greekcoinage.org/iris/id/cos_stefanaki_2012_7.20,21,,"This type displays as ""7.2"" rather than ""7.20"" in ARCH!",,
igch1310,https://greekcoinage.org/iris/id/cos_stefanaki_2012_7.24,10,,,,
igch1312,https://greekcoinage.org/iris/id/rhodes_ashton_2001_259-67,3,47+,,,"IGCH says 4 in BM, but Hill only lists 3"
igch1314,"Magnesia ad Maeandrum, Bronze [Kinns 1989 142–143, Bronze Phase II]",3,,"Type not in ARCH?",,
igch1314,"Magnesia ad Maeandrum, Bronze [Kinns 1989 142–143, Bronze Phase III]",46,,"Type not in ARCH?",,
igch1316,"Antiochus III the Great, Silver, Tetradrachm",,1200,,,
igch1317,"Lysimachus, Silver, Tetradrachm",,12,,,
igch1317,"Eumenes I of Pergamum, Silver, Tetradrachm",,3,"Marcellesi 26 (Group II), 27 (Group III)",,"cf. Marcellesi 2012?"
igch1317,"Attalus I, Silver, Tetradrachm",,2,"Marcellesi 29 (Group IVA–V), 31 (Group VIB)",,
igch1317,"Eumenes II of Pergamum, Silver, Tetradrachm",,1,,,
igch1317,https://numismatics.org/sco/id/sc.1.587.1c,1,,,,
igch1317,https://numismatics.org/sco/id/sc.1.1042.3a,1,,,,
igch1317,https://numismatics.org/sco/id/sc.1.1025a,1,,,,
igch1318,https://numismatics.org/pella/id/price.8,1,,"No. 1; very uncertain!",,
igch1318,https://numismatics.org/pella/id/price.479,1,,"Νο. 4",,
igch1318,"Lifetime? Alexander, uncertain mint [Nike l. holding wreath <LF>, ΔΕ <ΤΗ>]",1,,"No. 7; Nike LF, ΔΕ TH",,
igch1318,"Lifetime? Alexander, uncertain mint [Monogram 829 in wreath <LF>, H <ΤΗ>]",1,,"No. 14",,
igch1318,https://numismatics.org/pella/id/price.1703,1,,"No. 16",,
igch1318,https://numismatics.org/pella/id/price.2515,1,,"No. 19",,
igch1318,https://numismatics.org/pella/id/price.2520,1,,"No. 20",,
igch1318,"Alexander III of Macedon, Rhodes, Silver, Tetradrachm, 250 B.C.-200 B.C.",1,,"No. 21; Price 2516–2525A var.? ΣΑΡ--- LF",,
igch1318,https://numismatics.org/pella/id/price.2838,1,,"No. 44",,
igch1318,https://numismatics.org/pella/id/price.2895,2,,"Nos. 22–23",,
igch1318,https://numismatics.org/pella/id/price.2897,1,,"No. 24",,
igch1318,https://numismatics.org/pella/id/price.2898,1,,"No. 25",,
igch1318,https://numismatics.org/pella/id/price.2899,2,,"Nos. 26–27",,
igch1318,https://numismatics.org/pella/id/price.2925,1,,"No. 33",,
igch1318,https://numismatics.org/pella/id/price.2930,1,,"No. 34",,
igch1318,https://numismatics.org/pella/id/price.2935,1,,"No. 35",,
igch1318,https://numismatics.org/pella/id/price.2942,1,,"No. 36",,
igch1318,https://numismatics.org/pella/id/price.2943,2,,"Nos. 37–38",,
igch1318,https://numismatics.org/pella/id/price.3365,1,,"No. 29; Price 3392/3393?",,
igch1318,https://numismatics.org/pella/id/price.3369,1,,"No. 30",,
igch1318,https://numismatics.org/pella/id/price.3391,1,,"No. 31",,
igch1318,https://numismatics.org/pella/id/price.3392,1,,"No. 32",,
igch1318,"Posthumous Alexander, uncertain mint [""sphinx in each leg"", uncertain symbol <LF>, ΒΑΣΙΛΕΩΣ]",2,,"Nos. 40–41",,
igch1318,"Posthumous Alexander, uncertain mint [ΒΑΣΙΛΕΩΣ]",1,,"No. 42",,
igch1318,"Posthumous Alexander, uncertain mint [no symbols]",1,,"No. 45",,
igch1318,https://numismatics.org/pella/id/price.2919,1,,"No. 46; very uncertain!",,
igch1318,https://greekcoinage.org/iris/id/alabanda_meadows_2020_1,1,,"No. 219",,"Listed incorrectly on coinhoards.org (not Alexanders)"
igch1318,https://greekcoinage.org/iris/id/perge_colin_1996_1.1,2,,"Nos. 318–319",,"Listed incorrectly on coinhoards.org (not Alexanders)"
igch1318,https://greekcoinage.org/iris/id/side_leschhorn_1989_1-23,13,,"Nos. 320–332",,"Listed incorrectly on coinhoards.org (not Alexanders)"
igch1318,https://numismatics.org/sco/id/sc.1.607d,1,,"No. 394",,"SCO 607 incorrectly? attributed to Antiochus III"
igch1318,https://numismatics.org/sco/id/sc.1.704.1d,1,,"No. 383",,
igch1318,https://numismatics.org/sco/id/sc.1.943,2,,"Nos. 334–335",,"Listed incorrectly on coinhoards.org (Alexandrine 4drs of Seleucus)"
igch1318,https://numismatics.org/sco/id/sc.1.1112,2,,"Nos. 400–401",,
igch1318,https://numismatics.org/sco/id/sc.1.968,1,,"No. 397",,
igch1318,https://numismatics.org/sco/id/sc.1.1044.2,1,,"No. 393",,
igch1318,https://numismatics.org/sco/id/sc.1.1063,2,,"Nos. 395–396",,
igch1318,https://numismatics.org/sco/id/sc.1.1106,1,,"No. 398",,
igch1318,https://numismatics.org/sco/id/sc.1.905,1,,"No. 402",,
igch1318,"Portrait r. / Apollo on omphalos, ΒΑΣΙΛΕΩΣ ΑΝΤΙΟΧΟΥ, ΘΕ below",1,,"No. 346",,Hierax?
igch1318,https://numismatics.org/sco/id/sc.1.1132.6,1,,"No. 399",,
igch1319,https://greekcoinage.org/iris/id/rhodes_jenkins_1989_group_a,,16,"as BMC 235 ff.",,Uncertain
igch1320,https://greekcoinage.org/iris/id/calymna_hoghammar_2010_d,2,,,,
igch1320,https://greekcoinage.org/iris/id/calymna_hoghammar_2010_a,4,,,,
igch1320,https://greekcoinage.org/iris/id/calymna_hoghammar_2010_e,1,,,,
igch1320,https://greekcoinage.org/iris/id/cos_stefanaki_2012_7.20,14,1-50?,"up to 50 additional Koan drachms, unsure whether type 20 or 40",,
igch1320,https://greekcoinage.org/iris/id/cos_stefanaki_2012_13.40,7,1-50?,,,
igch1320,https://greekcoinage.org/iris/id/cos_stefanaki_2012_13.41,10,,,,
igch1320,https://greekcoinage.org/iris/id/cos_stefanaki_2012_7.26,1,,,,
igch1320,https://greekcoinage.org/iris/id/cos_stefanaki_2012_7.23,2,,,,
igch1320,https://greekcoinage.org/iris/id/cos_stefanaki_2012_13.42,1,,,,
igch1320,https://greekcoinage.org/iris/id/cos_stefanaki_2012_12.37,3,47,,,
igch1320,https://greekcoinage.org/iris/id/rhodes_ashton_2001_282-302,1,,,,
igch1320,https://greekcoinage.org/iris/id/rhodes_jenkins_1989_group_b_hemidrachms,2,,,,
igch1320,https://greekcoinage.org/iris/id/larymna.ashton_1995.57-78,1,,,,
igch1321,"Rhodes, Silver, Drachma",,400+,,,
igch1321,https://greekcoinage.org/iris/id/cos_stefanaki_2012_13.41,5,,"Some discrepancy between ANS attribution to IGCH 1321 and Stefanaki 2012/Höghammar 2013",,
igch1321,https://greekcoinage.org/iris/id/cos_stefanaki_2012_13.40,1,,"Not mentioned in IGCH but appear in ANS collection",,
igch1321,https://greekcoinage.org/iris/id/rhodes_jenkins_1989_group_a,2,,,,
igch1321,https://greekcoinage.org/iris/id/rhodes_jenkins_1989_group_b_drachms,11,,"Some discrepancy between ANS attribution to IGCH 1321 and Höghammar 2013",,
igch1321,https://greekcoinage.org/iris/id/rhodes_jenkins_1989_group_c,12,,"Some discrepancy between ANS attribution to IGCH 1321 and Höghammar 2013",,
igch1322,"Abydus, Silver, Tetradrachm",,20+,,,
igch1322,"Lampsacus, Silver, Tetradrachm",,10+,,,
igch1323,https://greekcoinage.org/iris/id/orophernes_cappadocia_simonetta_2008_p.59.1,6,uncertain,,,
igch1324,https://greekcoinage.org/iris/id/cos_stefanaki_2012_17.48,99,uncertain,,,
igch1325,https://greekcoinage.org/iris/id/cos_stefanaki_2012_17.48,29,24,,,
igch1329,"Smyrna, Bronze",,1,"Unknown period/group; type M",,
igch1329,https://greekcoinage.org/iris/id/smyrna_milne_1927_ix_j,1,,,,
igch1329,https://greekcoinage.org/iris/id/smyrna_milne_1927_ix_m,6,,,,
igch1329,https://greekcoinage.org/iris/id/smyrna_milne_1927_viii_j,2,,,,
igch1329,https://greekcoinage.org/iris/id/smyrna_milne_1927_viii_m,1,,,,
igch1329,https://greekcoinage.org/iris/id/smyrna_milne_1927_x_j,60,,,,
igch1329,https://greekcoinage.org/iris/id/smyrna_milne_1927_x_m,3,,,,
igch1330,https://greekcoinage.org/iris/id/priene_regling_1927_s,329,,,,
igch1330,"Rhodes, Silver",1,,,,
igch1330,"Tralles, Silver, Cistophorus",1,,,,
igch1331,https://greekcoinage.org/iris/id/magnesia_ad_maeandrum_bmc_40,10,,,,
igch1331,https://greekcoinage.org/iris/id/miletus_marcellesi_2004_49,1,,,,
igch1331,https://greekcoinage.org/iris/id/iasos_ashton_2007_pl.15.228-9,1,,,,
igch1331,"Uncertain value, Bronze [bearded head / unclear]",1,,,,
igch1331,"Uncertain value, Bronze [veiled female head r. / cornucopia in wreath]",1,,,,
igch1331,"Uncertain value, Bronze [unrecognisable / ΠΡΙ ... ΠΟ ... Α]",1,,"Possibly Priene",,
igch1331,https://greekcoinage.org/iris/id/priene_regling_1927_p,3517,,,,
igch1331,https://greekcoinage.org/iris/id/priene_regling_1927_s,734,,,,
igch1331,https://greekcoinage.org/iris/id/priene_regling_1927_o,5,,,,
igch1331,https://greekcoinage.org/iris/id/priene_regling_1927_q,1,,,,
igch1332,"Magnesia ad Maeandrum, Bronze",,1,"Variety not specified",,
igch1332,https://greekcoinage.org/iris/id/priene_regling_1927_o,1,,,,
igch1332,https://greekcoinage.org/iris/id/priene_regling_1927_p,592,,,,
igch1332,https://greekcoinage.org/iris/id/priene_regling_1927_q,1,,,,
igch1332,https://greekcoinage.org/iris/id/priene_regling_1927_s,50,,,,
igch1333,"Priene, Bronze",,50,,,
igch1334,https://greekcoinage.org/iris/id/priene_regling_1927_p,4,,,,
igch1334,https://greekcoinage.org/iris/id/priene_regling_1927_s,117,,,," "
igch1336,"Lysimachus, Silver, Tetradrachm, 281 B.C.-120 B.C.",,11,"Waddington has nothing say about these! ""Il n'y a rien à dire des pièces de Lysimaque""!!!",,
igch1336,https://greekcoinage.org/iris/id/athens.thompson_1961.795bis.797bis.798bis.801-811,,1,,,
igch1336,https://greekcoinage.org/iris/id/nicomedes_iii_bithynia.waddington.1908.40,,8,"Dated years (Bithynian era): 156 [=141?], 157, 166, 171, 173, 181 [=116?]; presumably issues of both kings?",,
igch1336,https://greekcoinage.org/iris/id/nicomedes_ii_bithynia.waddington.1908.40,,,,,
igch1336,"Cyzicus, Silver, Tetradrachm",,5,"as BMC 146 [ie Fritze Group 6—CN parent type needed, but nothing on CN for these coins]",,
igch1336,"Pergamum, Silver, Cistophorus",,1,"l. Pergamum monog. ; r. Ascelpius staff and ΑΣ = Kleiner/Noe Series 1a?",,
igch1337,https://greekcoinage.org/iris/id/chios_lagos_1998_17,17,,"Details from Lagos 1998—pinch of salt required?",,
igch1337,https://greekcoinage.org/iris/id/chios_lagos_1998_19.d-e,1,,,,
igch1337,https://greekcoinage.org/iris/id/chios_lagos_1998_19.f,1,,,,
igch1338,https://greekcoinage.org/iris/id/chios_lagos_1998_17,36,,"Details from Lagos 1998—pinch of salt required?",,
igch1338,https://greekcoinage.org/iris/id/chios_lagos_1998_18,1,,,,
igch1339,https://greekcoinage.org/iris/id/chios_lagos_1998_17,38,uncertain,"Details from Lagos 1998—pinch of salt required?",,
igch1339,https://greekcoinage.org/iris/id/chios_lagos_1998_18,1,,,,
igch1340,https://greekcoinage.org/iris/id/smyrna_milne_1914_2_tetradrachms,23,16,,,
igch1340,https://greekcoinage.org/iris/id/smyrna_milne_1914_3_tetradrachms,1,,,,
igch1340,https://greekcoinage.org/iris/id/smyrna_milne_1914_2_drachms,1,1,,,
igch1340,https://greekcoinage.org/iris/id/smyrna_milne_1914_3_drachms,1,,,,
igch1340,"Pergamum, Silver, Cistophorus",,[uncertain],"""some""",,
igch1346,"Alexander III, Temnus, Tetradrachm",5,1,"Milne describes as Temnus due to bunch of grapes symbol, but all Temnian Alexanders in Price use Oenochoe, not grapes!",,
igch1346,https://greekcoinage.org/iris/id/temnus_bmc_9,,300,"unknown proportion",,
igch1346,https://greekcoinage.org/iris/id/temnus_sng_copenhagen_259,,uncertain,,,
igch1347,https://greekcoinage.org/iris/id/cyme_aeolis_babelon_1910_2063,1,,,,
igch1347,https://greekcoinage.org/iris/id/cyme_aeolis_ashton_2014_iia-c,4,,,,
igch1347,https://greekcoinage.org/iris/id/cyme_aeolis_ashton_2014_iii,15,,,,
igch1347,https://greekcoinage.org/iris/id/cyme_aeolis_ashton_2014_ivc,1,,,,
igch1347,https://greekcoinage.org/iris/id/cyme_aeolis_ashton_2014_ivb,7,,,,
igch1347,https://greekcoinage.org/iris/id/cyme_aeolis_ashton_2014_iva,15,,,,
igch1347,https://greekcoinage.org/iris/id/cyme_aeolis_bmc_87,1,,,,
igch1347,https://greekcoinage.org/iris/id/cyme_aeolis_bmc_96,1,,,,
igch1348,"Cyzicus, Bronze [Kore / tripod]",18,,"Fritze 1917 Group III, 32–40 (e.g. CN type 21621)",,
igch1348,"Cyzicus, Bronze [bull / torch]",4,,"Fritze 1917 Group III, 29–30 (e.g. CN type 21310)",,
igch1348,"Cyzicus, Bronze [Kore / ethnic]",2,,"Fritze 1917 Group III, 24–30 (e.g. CN type 21368)",,
igch1349,"Alexander III of Macedon, Uncertain value, Silver, Tetradrachm",,1,,,"Would love to know what this is..."
igch1349,"Cyzicus, Silver, Didrachm",,3,"Fritze 1914 Group VI, 34 — not in CN?",,
igch1349,"Cyzicus, Silver, Drachma",,7,"Fritze 1914 Group VI, NOT — not in CN?",,
igch1349,"Cyzicus, Silver, Hemidrachm",,1,"Presumably also Group 6?",,
igch1352,https://greekcoinage.org/iris/id/halicarnassus_bmc_43-7,2,,,,
igch1352,https://greekcoinage.org/iris/id/halicarnassus_bmc_20-37,20,,,,
igch1352,https://greekcoinage.org/iris/id/myndus_zabel_meadows_2002_c_drachms,4,,,,
igch1352,https://greekcoinage.org/iris/id/myndus_zabel_meadows_2002_b,2,,,,
igch1353,https://greekcoinage.org/iris/id/halicarnassus_bmc_20-37,12,38,,,
igch1354,https://greekcoinage.org/iris/id/halicarnassus_bmc_43-7,25,,,,"Discovered after doing this that it's also CH 8.485"
igch1354,https://greekcoinage.org/iris/id/halicarnassus_bmc_48,1,,,,
igch1354,https://greekcoinage.org/iris/id/halicarnassus_bmc_49-53,78,,,,
igch1354,"Myndus, Silver, Drachma [Zeus head r. laur. / Isis head-dress]",90,,"Can't know which Zabel/Meadows Group",,
igch1354,https://greekcoinage.org/iris/id/myndus_zabel_meadows_2002_c_hemidrachms,7,,,,
igch1354,https://greekcoinage.org/iris/id/myndus_zabel_meadows_2002_c_trihemiobols,64,,,,
igch1354,"Silver, Drachma",1,,,,
igch1354,"Silver, Fraction",7,,,,
igch1356,"Lysimachus, Silver, Tetradrachm",,50,,,
igch1356,https://greekcoinage.org/iris/id/nicomedes_ii_bithynia.waddington.1908.40,,30,"or this type?",,
igch1356,https://greekcoinage.org/iris/id/mithradates_vi_pontus_callatay.1997.realistic.undated,,15,,,
igch1356,https://greekcoinage.org/iris/id/ariarathes_ix_cappadocia_simonetta_2008_1,2,3,"Mionnet Suppl. VII, Tafel XlV, 1?",,
igch1361,https://greekcoinage.org/iris/id/sesamus.waddington.1925.3-4,,169,,,
igch1361,https://greekcoinage.org/iris/id/sesamus.waddington.1925.5-6,,1,,,
igch1362,https://greekcoinage.org/iris/id/cromna.waddington.1925.1,,20+,,,
igch1363,https://greekcoinage.org/iris/id/cromna.waddington.1925.1,,15,,,
igch1364,"Byzantium, Silver, Hemidrachm",,uncertain,,,
igch1364,"Calchedon, Silver, Hemidrachm",,uncertain,,,
igch1365,https://numismatics.org/pella/id/price.2617,,1,,,
igch1365,"Alexander III of Macedon, Salamis, Silver, Drachma, 336 B.C.-320 B.C.",,1,"Price 3140? [LF bow]","Le Rider 1963",
igch1365,https://numismatics.org/pella/id/price.1551A,,1,,,
igch1365,"Byzantium, Silver, Hemidrachm",,219,"CN parent group for Schönert-Geiss A.I.2. nos. 236–590 (Persic hemidrachms)?",,
igch1365,"Calchedon, Silver, Drachma",,1,"Not mentioned in Türkoğlu 2014","Le Rider 1963",
igch1365,"Calchedon, Silver, Hemidrachm",,96,"Not mentioned in Türkoğlu 2014","Le Rider 1963",
igch1365,"Cius, Silver, Hemidrachm",,115,"Waddington 2–5?","Le Rider 1963",
igch1366,"Amastris, Silver, Didrachm",,51+,"de Callataÿ 2004 doesn't know",,
igch1368,https://numismatics.org/pella/id/price.495,1,,,,
igch1368,https://numismatics.org/pella/id/price.438,1,,,,
igch1368,https://numismatics.org/pella/id/price.481,1,,,,
igch1368,https://numismatics.org/pella/id/price.432,1,,,,
igch1368,https://numismatics.org/pella/id/price.629,1,,,,
igch1368,https://numismatics.org/pella/id/price.3818,1,,,,
igch1368,https://numismatics.org/pella/id/price.129,1,,,,
igch1368,https://numismatics.org/pella/id/price.106,1,,,,
igch1368,https://numismatics.org/pella/id/price.3704,5,,,,
igch1368,https://numismatics.org/pella/id/price.3746,6,,,,
igch1368,https://numismatics.org/pella/id/price.3742,1,,,,
igch1368,https://numismatics.org/pella/id/price.2674,1,,,,
igch1368,https://numismatics.org/pella/id/price.120,1,,,,
igch1368,https://numismatics.org/pella/id/price.733,1,,,,
igch1368,"Price 1823 var. [tetradrachm]",1,,,,
igch1368,https://numismatics.org/pella/id/price.3016,1,,,,
igch1368,"Price 4027 var. [ΝΟ TH]",1,,,,
igch1368,https://numismatics.org/pella/id/price.3781,1,,,,
igch1368,https://numismatics.org/pella/id/price.P189,1,,,,
igch1368,https://numismatics.org/pella/id/price.P130,1,,,,
igch1368,https://numismatics.org/pella/id/price.P152,1,,,,
igch1368,https://numismatics.org/pella/id/price.P182,1,,,,
igch1368,"Price P206 var. [ΝΙΑ TH]",1,,,,
igch1368,https://numismatics.org/pella/id/price.P205,2,,,,"Incorrect listing on coinhoards.org?"
igch1370,"Alexander III of Macedon, Assus, Silver, Tetradrachm, 280 B.C.-225 B.C.",,1,,,"ANS attributes Price 843 to this, but not clear which in IGCH that is"
igch1370,https://numismatics.org/pella/id/price.1599,1,,,,
igch1370,https://numismatics.org/pella/id/price.1479,1,,,"Marcellesi 2012",
igch1370,"Alexander III of Macedon, Pergamum, Silver, Tetradrachm, 280 B.C.-225 B.C.",,2,,"Marcellesi 2012",
igch1370,https://numismatics.org/pella/id/price.1473,2,,,"Marcellesi 2012",
igch1370,https://numismatics.org/pella/id/price.1699,1,,,,
igch1370,"Alexander III of Macedon, Myrina, Silver, Tetradrachm, 280 B.C.-225 B.C.",,1,,,
igch1370,https://numismatics.org/pella/id/price.2074,1,,,,
igch1370,https://numismatics.org/pella/id/price.1900,1,,,,
igch1370,https://numismatics.org/pella/id/price.1901,1,,,,
igch1370,https://numismatics.org/pella/id/price.2357,1,,,,
igch1370,https://numismatics.org/pella/id/price.2364,1,,,,
igch1370,https://www.corpus-nummorum.eu/types/cn.byzantium.1_ed.142,1,,,,
igch1370,https://www.corpus-nummorum.eu/types/cn.byzantium.1_ed.136,1,,,,
igch1370,"Lysimachus, Cius, Tetradrachm [Marinescu 2017, Issue 35]",1,,http://numismatics.org/collection/1944.100.81641,,
igch1370,"Lysimachus, Cius, Tetradrachm [Marinescu 2017, Issue NOT]",1,,http://numismatics.org/collection/1944.100.81629,,
igch1370,"Lysimachus, Parium, Tetradrachm",1,,http://numismatics.org/collection/1944.100.81659,,
igch1370,https://greekcoinage.org/iris/id/prusias_i_bithynia.waddington.1908.9,1,,http://numismatics.org/collection/1967.152.396,,
igch1370,"Eumenes I of Pergamum, Silver, Tetradrachm",,1,"Marcellesi 26 = Westermark II","Marcellesi 2012",
igch1370,"Attalus I, Silver, Tetradrachm",,27,"Marcellesi 29 = Westermark IVa–V","Marcellesi 2012",
igch1370,"Attalus I, Silver, Tetradrachm",,uncertain,"Marcellesi 30 = Westermark VIa","Marcellesi 2012",
igch1370,"Attalus I, Silver, Tetradrachm",,uncertain,"Marcellesi 31 = Westermark VIb","Marcellesi 2012",
igch1370,http://numismatics.org/sco/id/sc.1.485a,1,,,,
igch1370,http://numismatics.org/sco/id/sc.1.485b,1,,,,
igch1370,http://numismatics.org/sco/id/sc.1.874.1,2,,,,
igch1370,https://numismatics.org/sco/id/sc.1.482.2,1,,,,
igch1370,https://numismatics.org/sco/id/sc.1.644.1,1,,,,
igch1370,https://numismatics.org/sco/id/sc.1.691.1,1,,,,
igch1370,https://numismatics.org/sco/id/sc.1.669.1,1,,,,
igch1370,https://numismatics.org/sco/id/sc.1.850.1,1,,,,
igch1370,https://numismatics.org/sco/id/sc.1.851.4,1,,,,
igch1370,https://numismatics.org/sco/id/sc.1.852.1,1,,,,
igch1370,https://numismatics.org/sco/id/sc.1.853.1,1,,,,
igch1371,"Lysimachus, Silver, Stater",,10,"Error in ARCH: GOLD staters",,
igch1371,"Sinope, Silver, Tetradrachm",,2+,,,
igch1372,"Alexander III of Macedon, Silver, Tetradrachm",,200-300,,,
igch1372,https://greekcoinage.org/iris/id/mithradates_iii_pontus.waddington.1925.2,,2024/04/05,,,
igch1372,https://greekcoinage.org/iris/id/pharnaces_i_pontus.waddington.1925.4,,2024/04/05,,,
igch1372,https://greekcoinage.org/iris/id/pharnaces_i_pontus.waddington.1925.5,,1,,,
igch1372,https://greekcoinage.org/iris/id/prusias_i_bithynia.waddington.1908.9,,2024/02/03,uncertain,,
igch1372,https://greekcoinage.org/iris/id/alabanda_meadows_2020_1,,2024/03/04,uncertain,,
igch1373,https://greekcoinage.org/iris/id/athens.thompson_1961.50-55,1,,187/6,,
igch1373,https://greekcoinage.org/iris/id/athens.thompson_1961.56-64,1,,186/5,,
igch1373,"Eumenes I of Pergamum, Silver, Tetradrachm",,1,,,
igch1374,https://greekcoinage.org/iris/id/mithradates_iv_pontus.waddington.1925.7,3,,,,
igch1375,"Amisus, Silver, Diobol",,10+,,,
igch1376,https://greekcoinage.org/iris/id/nicomedes_ii_bithynia.waddington.1908.40,4,19+,"uncertain proportion; latest 101/0",,
igch1376,https://greekcoinage.org/iris/id/nicomedes_iii_bithynia.waddington.1908.40,1,,,,
igch1377,"Lysimachus, Byzantium, Silver, Tetradrachm, 150 B.C.-100 B.C.",,5+,,,
igch1377,https://greekcoinage.org/iris/id/nicomedes_iii_bithynia.waddington.1908.40,,6+,"unknown proportion",,
igch1377,https://greekcoinage.org/iris/id/nicomedes_iv_bithynia.waddington.1908.40,,,,,
igch1378,https://greekcoinage.org/iris/id/nicomedes_ii_bithynia.waddington.1908.40,,200,"unknown proportion",,
igch1378,https://greekcoinage.org/iris/id/nicomedes_iii_bithynia.waddington.1908.40,,,,,
igch1378,https://greekcoinage.org/iris/id/nicomedes_iv_bithynia.waddington.1908.40,,,,,
igch1379,"Amisus, Bronze",,338,"Disposition: Istanbul",,
igch1379,"Cabeira, Bronze",,1,,,
igch1379,"Chabacta, Bronze",,5,,,
igch1379,"Comana, Bronze",,5,,,
igch1379,"Amastris, Bronze",,8,,,
igch1379,"Sinope, Bronze",,11,,,
igch1380,"Amisus, Bronze",,12+,"Disposition: Istanbul",,
igch1380,"Cabeira, Bronze",,1,,,
igch1380,"Amastris, Bronze",,2+,,,
igch1380,"Sinope, Bronze",,2+,,,
igch1381,https://greekcoinage.org/iris/id/amisus.waddington.1925.29,3,20,"I am very far from certain that these are all accurate—Varoucha not very helpful in places!",,
igch1381,https://greekcoinage.org/iris/id/amisus.waddington.1925.30-31,5,14,,,
igch1381,https://greekcoinage.org/iris/id/amisus.waddington.1925.42,2,0,,,
igch1381,https://greekcoinage.org/iris/id/amisus.waddington.1925.44,10,25,,,
igch1381,https://greekcoinage.org/iris/id/cabeira.waddington.1925.4,1,0,,,
igch1381,https://greekcoinage.org/iris/id/chabacta.waddington.1925.3,1,0,,,
igch1381,https://greekcoinage.org/iris/id/comana.waddington.1925.3,2,0,,,
igch1381,https://greekcoinage.org/iris/id/gaziura.waddington.1925.6,1,0,,,
igch1381,https://greekcoinage.org/iris/id/amastris.waddington.1925.17,4,4,,,
igch1381,https://greekcoinage.org/iris/id/sinope.waddington.1925.67-9,1,1,,,
igch1381,https://greekcoinage.org/iris/id/sinope.waddington.1925.65,4,6,,,
igch1381,"Amisus, Bronze [Wadd. 30–31 var.?]",1,0,,,
igch1381,"Amisus, Bronze [Wadd. 42–44 var.?]",4,1,,,
