IGCH,"Type URI","Quantity (Certain)","Quantity (Uncertain)",Notes,"To check","Additional Notes"
igch1772,https://numismatics.org/sco/id/sc.1.561,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.571.1,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.577.2,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.580.1,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.587.1d,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.587.4a,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.587.4b,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.587.4c,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.704.1,1,,,,
igch1772,"Seleucus III, Tetradrachm [SC ???]",1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.999.1,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1026.1,2,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1026.5,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1041.1,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1041.2,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1042.1,4,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1042.2,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1042.3a,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1042.4,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1063,2,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1070.1a,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1072,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1074.2,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1075.4,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1102,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1117.3,2,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1118,2,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1121.1,3,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1121.2b,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1121.2c,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1121.2d,4,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1121.2e,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1121.3b,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1122.2a,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1128.3a,2,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1128.3b,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1132.8b,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1133.4b,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1133.4c,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1133.6a,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1133.6b,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1133.8a,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1133.8b,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1160.2,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1161.1,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1161.4,1,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1162.1,2,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1164,2,,,,
igch1772,https://numismatics.org/sco/id/sc.1.1210b,1,,,,
igch1772,"Antiochus III, Tetradrachm [SC ???]",1,,,,
igch1775,"Demetrius I Soter, Nisibis, Silver, Tetradrachm",,1,,,
igch1775,"Demetrius I Soter, Antioch, Syria, Silver, Tetradrachm, 185 B.C.-152 B.C.",,12,,,
igch1782,"Antiochus VIII Grypus, Antioch, Syria, Silver, Tetradrachm",,16,,,
igch1782,"Antiochus IX Cyzicenus, Antioch, Syria, Silver, Tetradrachm",,1,,,
igch1782,"Philip I Epiphanes Philadelphus, Antioch, Syria, Silver, Tetradrachm",,23,,,
igch1784,https://numismatics.org/sco/id/sc.1.2414.1g,1,,,,
igch1784,https://numismatics.org/sco/id/sc.2429.1c,1,,,,
igch1784,http://numismatics.org/sco/id/sc.1.2460a,1,,"IGCH lists 29; SC II has some uncertain counts",,
igch1784,http://numismatics.org/sco/id/sc.1.2463.1,1,,,,
igch1784,http://numismatics.org/sco/id/sc.1.2463.2a,3,,,,
igch1784,http://numismatics.org/sco/id/sc.1.2463.2i,4,,,,
igch1784,http://numismatics.org/sco/id/sc.1.2463.3e,3,,,,
igch1784,http://numismatics.org/sco/id/sc.1.2463.3g,2,6,,,
igch1784,http://numismatics.org/sco/id/sc.1.2463.3j,10,,,,
igch1784,http://numismatics.org/sco/id/sc.1.2464a,2,6,,,
igch1784,"Mithradates II of Parthia, Silver, Drachma",,16,"No Parthian coinage in ARCH?",,
igch1784,"Gotarzes I of Parthia, Silver, Drachma",,14,"No Parthian coinage in ARCH?",,
igch1784,"Sinatruces I of Parthia, Silver, Drachma",,9,"No Parthian coinage in ARCH?",,
igch1784,"Uncertain value, Silver, Drachma",,1,"""Sellwood 36""",,
igch1784,"Phraates III of Parthia, Silver, Drachma",,9,"No Parthian coinage in ARCH?",,
igch1784,"Phraates III of Parthia, Silver, Drachma",,1,"No Parthian coinage in ARCH?",,
igch1784,"Phraates III of Parthia, Silver, Drachma",,1,"No Parthian coinage in ARCH?",,
igch1784,"Phraates III of Parthia, Silver, Drachma",,1,"No Parthian coinage in ARCH?",,
igch1788,https://greekcoinage.org/iris/id/tigranes_ii_armenia.nisibe.kovacs.2016.64,1,,,,
igch1788,https://greekcoinage.org/iris/id/tigranes_ii_armenia.nisibe.kovacs.2016.65,2,,,,
igch1788,https://greekcoinage.org/iris/id/tigranes_ii_armenia.nisibe.kovacs.2016.67,6,,,,
igch1788,https://greekcoinage.org/iris/id/tigranes_ii_armenia.nisibe.kovacs.2016.66,2,,,,
igch1788,https://greekcoinage.org/iris/id/natunia_hoover_2009_pl.12.13,2,,,,
igch1788,"Uncertain, Bronze [bearded head / Tyche]",12,,,,
igch1788,https://greekcoinage.org/iris/id/natunia_hoover_2009_series_1,3,,,,
igch1788,https://greekcoinage.org/iris/id/natunia_hoover_2009_series_2,1,,,,
igch1788,"Uncertain, Bronze [Zeus / bull]",1,,,,
igch1788,"Uncertain, Bronze [Zeus / Tyche]",1,,,,
igch1788,"Uncertain, Bronze [Head / cithara]",1,,,,
