Name,Discovery Date Start,Discovery Date End,Discovery Date Uncertain,Burial Date Start,Burial Date End,CH 1,CH 2,CH 3,CH 4,CH 5,CH 6,CH 7,CH 8,CH 9,CH 10,IGCH,Place Name,GML-compliant Coordinates,Canonical Geonames URI,Pleiades URI,Pleiades label,Nomisma URI,Geonames Feature Code Cat,Geonames Feature Code,AAT URI,AAT Label,findspot_uncertain,fromDate,fromDate_uncertain,fromDate_approximate,toDate,toDate_uncertain,toDate_approximate,IGCH lat,IGCH long,place,IGCH_region,Period
Binbasioglu,1981,1981,,-70,-70,,,,,,,,,9.559,,,Binbaşıoğlu (Türkiye),"35.94937,40.15443",https://sws.geonames.org/750785/,,,,populated place,,,,,1981,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
"unknown findspot (Phrygia), Turkey",1990,1993,,-70,-70,,,,,,,,,9.560,,,Phrygie,,https://sws.geonames.org/8261122/,https://pleiades.stoa.org/places/609502,Phrygia,,historical region,,,,,,,,1993,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
"Caria(?), Turkey",,1971,,-67,-33,,,,,,,,,9.564,,,Carie,,https://sws.geonames.org/8261116/,https://pleiades.stoa.org/places/1001916,Karia (late Roman province),,historical region,,,,,,,,1971,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Dinar (Apameia, Phrygia)",,1996,,-67,-33,,,,,,,,,9.565,,,Dinar (Türkiye),"30.16557,38.065",https://sws.geonames.org/316634/,https://pleiades.stoa.org/places/638751,Apamea/Kelainai/Kibotos,,seat of a second-order administrative division,,,,,,,,1996,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
Pergamum,1987,1987,,-50,-50,,,,,,,,8.536,9.568,,,Bergama (Türkiye),"27.18052,39.12074",https://sws.geonames.org/321426/,https://pleiades.stoa.org/places/550812,Pergamum,,populated place,,,,,,,,1987,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
unknown findspot,1929,1929,,-67,-33,,,,,,,,,9.570,,1360,,,,,,,,,,,TRUE,1929,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
unknown findspot,1987,1988,,-67,-33,,,,,,,,8.546,9.573,,,,,,,,,,,,,TRUE,1987,,,1988,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1808,,-50,-1,,,,,,,,,9.574,,,,,,,,,,,,,TRUE,,,,1808,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
"Kırıkhan, Hatay",,1994,,-38,-37,,,,,,,,,9.579,,,Kırıkhan (Türkiye),"36.35755,36.49939",https://sws.geonames.org/307657/,,,,seat of a second-order administrative division,,,,,,,,1994,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
"Marmaris, Caria",1975,1975,,-33,-1,,2.127,,,,,7.146,,9.582,,,Marmaris (Türkiye),"28.27417,36.855",https://sws.geonames.org/304782/,https://pleiades.stoa.org/places/599888,Physkos,,seat of a second-order administrative division,,,,,1975,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1988,,-25,-25,,,,,,,,,9.583,,,,,,,,,,,,,TRUE,,,,1988,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
Taranto,1911,1911,,-500,-500,,,,,,,7.010,,9.596,,1874,Taranto (Italy),"17.24707,40.46438",https://sws.geonames.org/3165926/,https://pleiades.stoa.org/places/442810,Taras/Tarentum/Neptunia,,seat of a second-order administrative division,,,,,1911,,,,,,,,,Italy,http://nomisma.org/id/hellenistic_greece
Enna,1966,1966,,-211,-211,,,,,,,,,9.670,,2232,Enna (Italy),"14.27433,37.5655",https://sws.geonames.org/2524819/,https://pleiades.stoa.org/places/462236,(H)Enna,,seat of a second-order administrative division,,,,,1966,,,,,,,,,Sicily,http://nomisma.org/id/hellenistic_greece
Tangier,1920,1930,,-210,-210,,,,,,,,,9.689,,,Tangier (Morocco),"-5.79975,35.76727",https://sws.geonames.org/2530335/,,,,seat of a first-order administrative division,,,,,1920,,,1929,,,,,,North_Africa,http://nomisma.org/id/hellenistic_greece
Martos,,1984,,-233,-200,,,,,,,,,9.710,,,Martos (Spain),"-3.97264,37.72107",https://sws.geonames.org/2514073/,,,,seat of a third-order administrative division,,,,,,,,1984,,,,,,Spain,http://nomisma.org/id/hellenistic_greece
"Myrmekion, Ukraine",2003,2003,,-375,-350,,,,,,,,,,10.019,,Novo-Karantinnaya Slobodka (Ukraine),"36.51023,45.36306",https://sws.geonames.org/12226436/,https://pleiades.stoa.org/places/854710,Myrmekion,,populated place,,,,,2003,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/classical_greece
"Crete, Greece",,1915,,-325,-325,,,,,,,,,,10.031,,Crete (Greece),,https://sws.geonames.org/6697802/,https://pleiades.stoa.org/places/589748,Creta (island),,first-order administrative division,,,,,,,,1915,,,,,,Greece,http://nomisma.org/id/classical_greece
"Crete, Greece",1960,1960,true,-325,-325,,,,,,,,,,10.032,,Crete (Greece),,https://sws.geonames.org/6697802/,https://pleiades.stoa.org/places/589748,Creta (island),,first-order administrative division,,,,,1960,,TRUE,,,,,,,Greece,http://nomisma.org/id/classical_greece
"Pernik, Bulgaria",1970,1979,,-325,-300,,,,,,,,,,10.034,,Pernik (Bulgaria),"23.03333,42.6",https://sws.geonames.org/728330/,,,,seat of a first-order administrative division,,,,,1970,,,1979,,,,,,Thrace_Euxine,http://nomisma.org/id/classical_greece
"Mende, Greece",1983,1983,,-323,-323,,,,,,,,,,10.040,,Kalandra (Greece),"23.40061,39.97099",https://sws.geonames.org/261557/,https://pleiades.stoa.org/places/501515,Mende,,populated place,,,,,1983,,,,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
unknown Findpsot,1998,1998,,-320,-320,,,,,,,,,,10.041,,,,,,,,,,,,TRUE,1998,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
"Azoros, Greece",1996,1996,,-333,-300,,,,,,,,,,10.044,,Ázoros (Greece),"22.07917,40.00058",https://sws.geonames.org/251706/,,,,populated place,,,,,1996,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
"Calim, Bulgaria",1976,1976,,-319,-318,,,,,,,,,,10.045,,Golem Tsalim (Bulgaria),"23.33333,41.6",https://www.geonames.org/731351/,,,,populated place,,,,,1976,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
"Radomir, Bulgaria",1983,1983,,-317,-316,,,,,,,,,,10.046,,Radomir (Bulgaria),"22.96553,42.54565",https://sws.geonames.org/727832/,,,,populated place,,,,,1983,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
"New Halos, Thessaly, Greece",1995,1995,,-310,-300,,,,,,,,,,10.048,,Halos (Greece),"22.83086,39.14661",https://sws.geonames.org/7932563/,https://pleiades.stoa.org/places/540804,Halos,,archaeological/prehistoric site,,,,,1995,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
unknown Findspot,1990,1990,,-310,-308,,,,,,,,,,10.050,,,,,,,,,,,,TRUE,1990,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
"Corfu, Greece",1997,1997,,-399,-266,,,,,,,,,,10.054,,Corfu (Greece),"19.92016,39.62441",https://sws.geonames.org/2463679/,https://pleiades.stoa.org/places/530835,Corcyra (island),,seat of a first-order administrative division,,,,,1997,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
"Thessaly, Greece",1973,1973,,-300,-275,,,,,,,,,,10.055,,Thessaly (Greece),,https://sws.geonames.org/6697809/,https://pleiades.stoa.org/places/1332,Thessalia,,first-order administrative division,,,,,1973,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Sumensko? Northeast Bulgaria,,1999,,-300,-266,,,,,,,,,,10.060,,Shumen (Bulgaria),,https://sws.geonames.org/864555/,,,,first-order administrative division,,,,TRUE,,,,1999,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
"Asea (Manaris), Greece",1938,1938,,-280,-280,,,,,,,,,,10.067,138,Aséa (Greece),"22.26074,37.42028",https://sws.geonames.org/264513/,https://pleiades.stoa.org/places/570122,Asea,,populated place,,,,,1938,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
"Thessaloniki, Greece",,1897,,-280,-280,,,,,,,,,,10.068,444,Thessaloniki (Greece),"22.93086,40.64361",https://sws.geonames.org/734077/,https://pleiades.stoa.org/places/491741,Thessalonica,,seat of a first-order administrative division,,,,,,,,1897,,,,,,Macedonia_and_north,http://nomisma.org/id/hellenistic_greece
"Dragoevo, Bulgaria",1875,1875,,-280,-275,,,,,,,,,,10.069,,Dragoevo (Bulgaria),"26.86667,43.11667",https://sws.geonames.org/731967/,,,,populated place,,,,,1875,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
"Kranai, Pieria, Greece",2000,2000,,-280,-75,,,,,,,,,,10.070,,Pieria (Greece),,https://www.geonames.org/734649/nomos-pierias.html,,,,second-order administrative division,,,,,2000,,,,,,,,,Macedonia_and_north,http://nomisma.org/id/hellenistic_greece
"Dulovo, Bulgaria",1980,1989,,-267,-233,,,,,,,,,,10.073,,Dulovo (Bulgaria),"27.15,43.81667",https://sws.geonames.org/731818/,,,,populated place,,,,,1980,,,1989,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
"Vergina, Macedonia, Greece",1994,1994,,-274,-273,,,,,,,,,9.162,10.074,,Vergina (Greece),"22.31735,40.48654",https://sws.geonames.org/733901/,https://pleiades.stoa.org/places/491512,Aigeai,,populated place,,,,,1994,,,,,,,,,Macedonia_and_north,http://nomisma.org/id/hellenistic_greece
"Dăeni, Tulcea, Romania",1956,1956,,-267,-233,,,,,,,,,,10.081,,Dăeni (Romania),"28.11667,44.83333",https://sws.geonames.org/679830/,,,,seat of a second-order administrative division,,,,,1956,,,,,,,,,Macedonia_and_north,http://nomisma.org/id/hellenistic_greece
"Brâncoveanu, Dâmbovița, Romania",1967,1967,,-199,-1,,,,,,,,,,10.106,,Brâncoveanu (Romania),"25.53807,44.60781",https://sws.geonames.org/683682/,,,,populated place,,,,,1967,,,,,,,,,Macedonia_and_north,http://nomisma.org/id/hellenistic_greece
"Chortolivado, Abdera, Greece",1997,1997,,-200,-150,,,,,,,,,,10.111,,Abdera (Greece),"24.97326,40.93368",https://sws.geonames.org/736675/,https://pleiades.stoa.org/places/501323,Abdera,,ruin(s),,,,,1997,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
Macedonia or Thrace?,2005,2006,,-170,-170,,,,,,,,,,10.115,,Makedonía,,https://sws.geonames.org/735355/,https://pleiades.stoa.org/places/981531,Macedonia (Roman province),,region,,,,,2005,,,2006,,,,,,,http://nomisma.org/id/hellenistic_greece
"Garbino, Bulgaria",1914,1914,,-170,-162,,,,,,,,,,10.116,860,Garbino (Bulgaria),"22.71497,42.41285",https://sws.geonames.org/730977/,,,,populated place,,,,,1914,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
Crete,1960,1960,true,-100,-67,,,,,,,,,,10.162,,Crete (Greece),,https://sws.geonames.org/6697802/,https://pleiades.stoa.org/places/589748,Creta (island),,first-order administrative division,,,,,1960,,TRUE,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
"Georgi Dobrevo, Bulgaria",2000,2000,,-100,-50,,,,,,,,,,10.165,,Georgi-Dobrevo (Bulgaria),"26.13381,41.86192",https://sws.geonames.org/731454/,,,,populated place,,,,,2000,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
"Hellenokamara, Kasos, Turkey",1986,1986,,-99,99,,,,,,,,,,10.166,,Kasos Island,"26.92363,35.39862",https://sws.geonames.org/260844/,https://pleiades.stoa.org/places/589846,Kasos (island),,island,,,,,1986,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Lleshan, Illyria, Albania",1988,1988,,-67,-33,,,,,,,,,,10.171,,Lleshan (Albania),"20.16694,41.04778",https://sws.geonames.org/782485/,,,,populated place,,,,,1988,,,,,,,,,Macedonia_and_north,http://nomisma.org/id/hellenistic_greece
Asia Minor ?,2002,2002,,-699,-500,,,,,,,,,,10.199,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,2002,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/archaic_greece
unknown Findspot,1997,1997,,-600,-600,,,,,,,,,,10.200,,,,,,,,,,,,TRUE,1997,,,,,,,,,Unknown,http://nomisma.org/id/archaic_greece
unknown Findspot,1998,1998,,-600,-566,,,,,,,,,9.341,10.201,,,,,,,,,,,,TRUE,1998,,,,,,,,,Unknown,http://nomisma.org/id/archaic_greece
"Ödemiş, Turkey",1981,1981,,-533,-500,,,,,,,7.008,,,10.202,,Ödemiş İlçesi (Türkiye),,https://sws.geonames.org/8632421/,,,,second-order administrative division,,,,,1981,,,,,,,,,,http://nomisma.org/id/archaic_greece
Asia Minor,1935,1940,,-533,-500,1.003,,,,,,,,,10.203,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,1935,,,1940,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/archaic_greece
Söke,1990,1990,true,-520,-510,,,,,,,,,,10.204,,Söke (Türkiye),"27.40614,37.7482",https://sws.geonames.org/300399/,,,,seat of a second-order administrative division,,,,,1990,TRUE,TRUE,,,,,,,Asia_Minor_west,http://nomisma.org/id/archaic_greece
"Persepolis, Apadana foundation, Iran",1934,1934,,-500,-500,,,,,,,,,,10.205,1789,Persepolis (Iran),"52.89,29.9368",https://sws.geonames.org/110836/,https://pleiades.stoa.org/places/922695,Persepolis/Parsa/Persai/Sat Setun,,archaeological/prehistoric site,,,,,1934,,,,,,,,,East,http://nomisma.org/id/archaic_greece
W. Asia Minor,1979,1979,,-499,-400,,,,,,,,,,10.207,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,http://nomisma.org/id/greek_western_asia_minor,region,,,,,1979,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
"Girelli, Avşar, Turkey",1984,1984,true,-500,-466,,,,,,,,,,10.208,,Girelli (Türkiye),"28.57285,38.24796",https://sws.geonames.org/314479/,,,,populated place,,,,,1984,TRUE,,,,,,,,Asia_Minor_west,http://nomisma.org/id/archaic_greece
"unknown Findspot, Anatolia?",2000,2001,true,-478,-478,,,,,,,,,,10.210,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,2000,TRUE,,2001,TRUE,,,,,Asia_Minor_uncertain,http://nomisma.org/id/classical_greece
"unknown Findspot, Turkey",,1992,,-475,-400,,,,,,,,,9.352,10.211,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,,independent political entity,,,,,,,,1992,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/classical_greece
"Elmali, Lycia, Turkey",1984,1984,,-460,-460,,,,,,,,8.048,,10.212,,Elmalı (Türkiye),"29.91775,36.73583",https://sws.geonames.org/315697/,,,,seat of a second-order administrative division,,,,,1984,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
"unknown Findspot, Turkey",2000,2000,,-467,-433,,,,,,,,,,10.213,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,,independent political entity,,,,,2000,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/classical_greece
"Lycia, Turkey",1961,1961,,-440,-430,,,,,,,,,,10.214,1251,Lycie,,https://sws.geonames.org/8261119/,https://pleiades.stoa.org/places/638965,Lycia,,historical region,,,,,1961,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
unknown Findspot,,1984,,-425,-400,,,,,,,,,,10.215,,,,,,,,,,,,TRUE,,,,1984,,,,,,Unknown,http://nomisma.org/id/classical_greece
"unknown Findspot (’Phygela’), Turkey",1990,1999,,-400,-400,,,,,,,,,,10.217,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,,independent political entity,,,,TRUE,1990,,,1999,,,,,,Unknown,http://nomisma.org/id/classical_greece
"Çamlık Köy (Cremna), Pisidia, Turkey",1977,1977,,-399,-300,,,,,,,,,,10.220,,Bucak İlçesi (Türkiye),,https://sws.geonames.org/8631949/,https://pleiades.stoa.org/places/638814,Cremna/Col. Iulia Augusta Felix,,second-order administrative division,,,,,1977,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/classical_greece
"Çeltikçi, Burdur, Pisidia, Turkey",1978,1978,,-399,-300,,,,,,,,,,10.221,,Çeltikçi (Türkiye),"30.48028,37.52947",https://sws.geonames.org/318879/,,,,seat of a second-order administrative division,,,,,1978,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/classical_greece
"Burdur environs?, Pisidia, Turkey",1979,1979,,-399,-300,,,,,,,,,,10.222,,Burdur (Türkiye),"30.29083,37.72028",https://sws.geonames.org/320392/,https://pleiades.stoa.org/places/639060,Pisidia (region),,seat of a first-order administrative division,,,,TRUE,1979,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/classical_greece
"Izmir, Turkey",1930,1930,,-399,-300,,,,,,,,,,10.223,1225,Izmir (Türkiye),"27.13838,38.41273",https://sws.geonames.org/311046/,https://pleiades.stoa.org/places/550771,Naulochon/Smyrna/Palaia Smyrna,,seat of a first-order administrative division,,,,,1930,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
"Ortaköy,Turkey (The Treasure of Körez)",1975,1979,,-399,-300,,,,,,,,8.058,,10.225,,Körez (Türkiye),"28.7025,38.57889",https://sws.geonames.org/306495/,,,,populated place,,,,,,,,1979,,,,,,,http://nomisma.org/id/classical_greece
W. Asia Minor,1979,1979,,-399,-300,,,,,,,,,,10.227,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,http://nomisma.org/id/greek_western_asia_minor,region,,,,,1979,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
"Kiti, Larnaca, Cyprus",1978,1978,,-380,-380,,,,,5.022,6.013,,,,10.228,,Kiti (Cyprus),"33.57523,34.84898",https://sws.geonames.org/146469/,,,,populated place,,,,,1978,,,,,,,,,Cyprus,http://nomisma.org/id/classical_greece
"Caria, Turkey",1977,1977,,-375,-375,,,,,5.017,,,8.096,9.387,10.229,,Carie,,https://sws.geonames.org/8261116/,https://pleiades.stoa.org/places/1001916,Karia (late Roman province),,historical region,,,,,1977,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
"Clazomenae, Ionia, Turkey",1998,1998,,-370,-350,,,,,,,,,,10.230,,Urla (Türkiye),"26.76403,38.32292",https://sws.geonames.org/298316/,https://pleiades.stoa.org/places/550651,Klazomenai (later),,seat of a second-order administrative division,,,,,1998,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
"Vourla (Urla), Turkey",1964,1964,,-360,-360,,,,,,,,,,10.231,1210,Urla (Türkiye),"26.76403,38.32292",https://sws.geonames.org/298316/,https://pleiades.stoa.org/places/550651,Klazomenai (later),,seat of a second-order administrative division,,,,,1964,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
"Dinar, Turkey",1978,1978,,-367,-333,,,,,,,,8.027,9.411,10.232,,Dinar (Türkiye),"30.16557,38.065",https://sws.geonames.org/316634/,https://pleiades.stoa.org/places/638751,Apamea/Kelainai/Kibotos,,seat of a second-order administrative division,,,,,1978,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/classical_greece
"Çiftliközü, Konya, Turkey",,1994,,-367,-333,,,,,,,,,9.410,10.233,,Çiftliközü (Türkiye),"31.92611,37.95111",https://sws.geonames.org/318548/,,,,populated place,,,,,,,,1994,,,,,,Asia_Minor_central,http://nomisma.org/id/classical_greece
"unknown Findspot, Turkey",2008,2008,,-367,-333,,,,,,,,,,10.234,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,,independent political entity,,,,,2008,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/classical_greece
"Astypalaia, Greece",,1973,,-350,-350,,,,,,,,,,10.236,,Astypalaia,"26.36221,36.5758",https://sws.geonames.org/264407/,https://pleiades.stoa.org/places/599536,Astypalaia (island),,island,,,,,,,,1973,,,,,,Greece,http://nomisma.org/id/classical_greece
"unknown Findspot, Turkey",2002,2002,,-350,-300,,,,,,,,,,10.238,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,,independent political entity,,,,,2002,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/classical_greece
unknown Findspot,,2001,,-347,-343,,,,,,,,,,10.239,,,,,,,,,,,,TRUE,,,,2001,,,,,,Unknown,http://nomisma.org/id/classical_greece
"Muğla, Turkey",1950,1950,,-340,-340,,,,,,,,,9.423,10.240,1215,Muğla (Türkiye),"28.3665,37.21807",https://sws.geonames.org/304184/,https://pleiades.stoa.org/places/599801,*Mobolla,,seat of a first-order administrative division,,,,,1950,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
"Caria, Turkey",1979,1979,,-340,-340,,,,,,,,,9.421,10.241,,Carie,,https://sws.geonames.org/8261116/,https://pleiades.stoa.org/places/1001916,Karia (late Roman province),,historical region,,,,,1979,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
"Tarsus, Turkey",1992,1992,,-340,-330,,,,,,,,,,10.242,,Tarsus (Türkiye),"34.89277,36.91766",https://sws.geonames.org/299817/,https://pleiades.stoa.org/places/648789,Tarsus/Antiochia ad Cydnum,,seat of a second-order administrative division,,,,,1992,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
unknown Findspot,1980,1989,,-334,-330,,,,,,,,,,10.244,,,,,,,,,,,,TRUE,1980,,,1989,,,,,,Unknown,http://nomisma.org/id/classical_greece
"Karadege Mevki, Turkey",,,,-325,-300,,,,,,,,,,10.245,,Zülfikar (Türkiye),"37.18978,37.11247",https://sws.geonames.org/295785/,,,,populated place,,,,,,TRUE,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
unknown Findspot,1993,1993,,-323,-322,,,,,,,,,,10.246,,,,,,,,,,,,TRUE,1993,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
unknown Findspot,1993,1993,,-320,-320,,,,,,,,,,10.247,,,,,,,,,,,,TRUE,1993,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
"Claros, Turkey",,1992,,-320,-290,,,,,,,,,,10.249,,Klaros (Türkiye),"27.19307,38.005",https://sws.geonames.org/8410831/,https://pleiades.stoa.org/places/599719,Klaros,,archaeological/prehistoric site,,,,,,,,1992,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
unknown Findspot,1994,1994,,-318,-317,,,,,,,,,,10.250,,,,,,,,,,,,TRUE,1994,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
"Akçakale, Osrhoene, Turkey",1958,1958,,-318,-317,,,,,,,,,,10.251,,Akçakale (Türkiye),"38.9475,36.71111",https://www.geonames.org/324944/,https://pleiades.stoa.org/places/991406,Osrhoene,,seat of a second-order administrative division,,,,,1958,,,,,,,,,East,http://nomisma.org/id/hellenistic_greece
unknown Findspot,,2002,,-333,-300,,,,,,,,,,10.252,,,,,,,,,,,,TRUE,,,,2002,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
"unknown Findspot, Turkey",2000,2000,,-333,-300,,,,,,,,,,10.254,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,,independent political entity,,,,,2000,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
"Caria, Turkey",1986,1986,,-333,-300,,,,,,,,,,10.255,,Carie,,https://sws.geonames.org/8261116/,https://pleiades.stoa.org/places/1001916,Karia (late Roman province),,historical region,,,,,1986,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"İsparta province?, Turkey",1978,1978,,-299,-200,,,,,,,,,,10.261,,Isparta (Türkiye),"30.55222,37.76444",https://sws.geonames.org/311073/,https://pleiades.stoa.org/places/638790,Baris,,seat of a first-order administrative division,,,,TRUE,1978,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
unknown Findspot,2003,2003,,-299,-200,,,,,,,,,,10.262,,,,,,,,,,,,TRUE,2003,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
"Antakya environs, Turkey",1992,1992,,-290,-290,,,,,,,,,,10.263,,Antakya (Türkiye),"36.15722,36.20655",https://sws.geonames.org/323779/,https://pleiades.stoa.org/places/658381,Antiochia/Theoupolis,,seat of a first-order administrative division,,,,,1992,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
unknown Findspot (”Seleucus I” hoard),2005,2005,,-281,-281,,,,,,,,,,10.265,,,,,,,,,,,,TRUE,2005,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
"Cos, Vakouf property, tomb 6, Greece",,2004,,-250,-200,,,,,,,,,,10.267,,Kos,"27.14665,36.84452",https://sws.geonames.org/259244/,https://pleiades.stoa.org/places/599581,Kos/Cos (island),,island,,,,,,,,2004,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Meydancıkkale, Turkey",1980,1980,,-249,-240,,,,,,,7.080,8.308,,10.269,,Meydancikkale (Türkiye),"33.43132,36.29864",https://sws.geonames.org/12217703/,https://pleiades.stoa.org/places/648710,Meydancıkkale/Kiršu,,archaeological/prehistoric site,,,,,1980,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
"Germiyan, Izmir, Turkey",2002,2002,,-230,-200,,,,,,,,,,10.270,,Germiyan (Türkiye),"26.46448,38.3161",https://sws.geonames.org/308097/,,,,populated place,,,,,2002,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Denizli, Turkey",1963,1963,,-230,-210,,,,,,,7.061,,,10.271,,Denizli (Türkiye),"29.0875,37.77417",https://sws.geonames.org/317109/,,,,seat of a first-order administrative division,,,,,1963,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
unknown Findspot (”Seleucus III” Hoard),2002,2002,,-225,-224,,,,,,,,,,10.272,,,,,,,,,,,,TRUE,2002,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
"Asilbeyli, Kirklareli district, Turkey",1993,1993,,-220,-220,,,,,,,,,,10.273,,Asılbeyli (Türkiye),"27.23773,41.67095",https://sws.geonames.org/751610/,,,,populated place,,,,,1993,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
"Quetta, Pakistan",2001,2001,,-206,-200,,,,,,,,,,10.275,,Quetta (Pakistan),"67.00141,30.18414",http://www.geonames.org/1167528/quetta.html,,,,seat of a first-order administrative division,,,,,2001,,,,,,,,,East,http://nomisma.org/id/hellenistic_greece
"Rhodes (Moschou/Vogiatze/Epimeleteriou prop.), Greece",1960,1960,,-205,-190,,,,,,,,,,10.276,1311,Rhodes,"27.96081,36.19613",https://sws.geonames.org/400665/,https://pleiades.stoa.org/places/590031,Rhodos (island),,island,,,,,1960,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
unknown Findspot (“Achaeus” hoard),2002,2002,,-203,-203,,,,,,,,,,10.277,,,,,,,,,,,,TRUE,2002,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
unknown Findspot,1970,1979,true,-200,-200,,,,,,,,,,10.278,,,,,,,,,,,,TRUE,1970,TRUE,,1979,TRUE,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
