Name,Discovery Date Start,Discovery Date End,Discovery Date Uncertain,Burial Date Start,Burial Date End,CH 1,CH 2,CH 3,CH 4,CH 5,CH 6,CH 7,CH 8,CH 9,CH 10,IGCH,Place Name,GML-compliant Coordinates,Canonical Geonames URI,Pleiades URI,Pleiades label,Nomisma URI,Geonames Feature Code Cat,Geonames Feature Code,AAT URI,AAT Label,findspot_uncertain,fromDate,fromDate_uncertain,fromDate_approximate,toDate,toDate_uncertain,toDate_approximate,IGCH lat,IGCH long,place,IGCH_region,Period
"Düden, near Antalya, southern Turkey",1988,1988,,-350,-350,,,,,,,,8.107,,,,Düdenköy (Türkiye),"29.91187,36.67773",https://sws.geonames.org/316227/,,,,populated place,,,,,1988,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
"Izmir, Turkey",,1946,,-350,-350,,,,,,,,8.111,,,,Izmir (Türkiye),"27.13838,38.41273",https://sws.geonames.org/311046/,https://pleiades.stoa.org/places/550771,Naulochon/Smyrna/Palaia Smyrna,,seat of a first-order administrative division,,,,,,,,1946,TRUE,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
"Ancient Ephesus, Turkey",,1848,,-350,-350,,,,,,,,8.112,,,,Ephesus (Türkiye),"27.34083,37.93972",https://sws.geonames.org/7522155/,https://pleiades.stoa.org/places/599612,Ephesus/Arsinoe(ia),,archaeological/prehistoric site,,,,,,,,1848,TRUE,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
unknown,,1957,,-350,-350,,,,,,,,8.114,,,,,,,,,,,,,,TRUE,,,,1957,TRUE,,,,,unknown,http://nomisma.org/id/classical_greece
unknown,,1959,,-350,-350,,,,,,,,8.116,,,,,,,,,,,,,,TRUE,,,,1959,TRUE,,,,,unknown,http://nomisma.org/id/classical_greece
Asia Minor,,1992,,-350,-350,,,,,,,,8.121,,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,,,,1992,TRUE,,,,,Asia_Minor_uncertain,http://nomisma.org/id/classical_greece
Near East,1988,1989,,-350,-330,,,,,,,,8.126,,,,Levant,,https://sws.geonames.org/305104/,https://pleiades.stoa.org/places/930907033,Levant (region),,region,,,,,1988,,,1989,,,,,,Levant,http://nomisma.org/id/classical_greece
"Daeni, Daeni comm., Tulcea county, Romania",1956,1956,,-350,-350,,,,,,,,8.122,,,865,Dăeni (Romania),"28.11667,44.83333",https://sws.geonames.org/679830/,,,,seat of a second-order administrative division,,,,,1956,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/classical_greece
"Urfa, Turkey",1981,1981,,-350,-330,,,,,,,,8.127,,,,Sanliurfa (Türkiye),"38.79392,37.16708",https://sws.geonames.org/298333/,https://pleiades.stoa.org/places/658457,Edessa/Antiochia ad Callirhoem,,seat of a first-order administrative division,,,,,1981,,,,,,,,,East,http://nomisma.org/id/classical_greece
"Near Sardes (?), Lydia, Turkey",,1991,,-350,-300,,,,,,,,8.130,,,,Sardis (Türkiye),"28.04041,38.48856",https://sws.geonames.org/9986360/,https://pleiades.stoa.org/places/550867,Sardis/Hyde?,,archaeological/prehistoric site,,,,TRUE,,,,1991,TRUE,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
Asia Minor,1970,1970,true,-340,-340,,,,,,,,8.142,,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,1970,TRUE,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/classical_greece
unknown,,1950,,-340,-340,,,,,,,,8.145,,,,,,,,,,,,,,TRUE,,,,1950,TRUE,,,,,unknown,http://nomisma.org/id/classical_greece
Eastern Turkey or Syria,,,,-335,-335,,,,,,,,8.152,,,,Syria,,https://sws.geonames.org/163843/,https://pleiades.stoa.org/places/981550,Syria (Roman imperial province),,independent political entity,,,,TRUE,,,,,,,,,,Levant,http://nomisma.org/id/classical_greece
unknown,,,,-335,-335,,,,,,,,8.153,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,unknown,http://nomisma.org/id/classical_greece
Asia Minor,1990,1990,,-335,-335,,,,,,,,8.155,,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,1990,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/classical_greece
unknown,,,,-333,-333,,,,,,,,8.157,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,unknown,http://nomisma.org/id/classical_greece
Syria,1989,1989,,-333,-332,,,,,,,,8.158,,,,Syria,,https://sws.geonames.org/163843/,https://pleiades.stoa.org/places/981550,Syria (Roman imperial province),,independent political entity,,,,,1989,,,,,,,,,Levant,http://nomisma.org/id/classical_greece
Cilicia,,,,-330,-330,,,,,,,,8.164,,,,Cilicie,,https://sws.geonames.org/8261117/,https://pleiades.stoa.org/places/658440,Cilicia,,historical region,,,,,,TRUE,,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
Cilicia,1985,1985,,-330,-330,,,,,,,,8.165,,,,Cilicie,,https://sws.geonames.org/8261117/,https://pleiades.stoa.org/places/658440,Cilicia,,historical region,,,,,1985,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
"Demanhur, Egypt",1896,1896,,-330,-330,,,,,,,,8.168,,,1654,Damanhur (Egypt),"30.46823,31.03408",https://sws.geonames.org/358448/,https://pleiades.stoa.org/places/727123,Hermopolis Mikra,,seat of a first-order administrative division,,,,,1896,,,,,,,,,Egypt,http://nomisma.org/id/classical_greece
Lebanon,1985,1985,,-325,-4,,,,,,,,8.172,,,,Lebanon,,https://sws.geonames.org/272103/,,,,independent political entity,,,,,1985,,,,,,,,,Levant,http://nomisma.org/id/classical_greece
"Celenderis, Cilicia",,1944,,-325,-325,,,,,,,,8.173,,,,Aydıncık (Türkiye),"33.32016,36.1437",https://sws.geonames.org/322826/,https://pleiades.stoa.org/places/648596,Celenderis,,populated place,,,,,,,,1944,TRUE,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
Tarsus,1982,1982,,-325,-325,,,,,,,,8.178,,,,Tarsus (Türkiye),"34.89277,36.91766",https://sws.geonames.org/299817/,https://pleiades.stoa.org/places/648789,Tarsus/Antiochia ad Cydnum,,seat of a second-order administrative division,,,,,1982,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
Syria or Lebanon,1990,1990,,-323,-323,,,,,,,,8.185,,,,Syria,,https://sws.geonames.org/163843/,https://pleiades.stoa.org/places/981550,Syria (Roman imperial province),,independent political entity,,,,,1990,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
Macedonia?,1988,1988,,-323,-323,,,,,,,,8.186,,,,Makedonía,,https://sws.geonames.org/735355/,https://pleiades.stoa.org/places/981531,Macedonia (Roman province),,region,,,,TRUE,1988,,,,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
Cilicia,1985,1985,,-323,-200,,,,,,,,8.187,,,,Cilicie,,https://sws.geonames.org/8261117/,https://pleiades.stoa.org/places/658440,Cilicia,,historical region,,,,,1985,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
"Codlea, dep. of Brahov, SE Transilvania",1899,1899,,-322,-322,,,,,,,,8.191,,,409,Codlea (Romania),"25.45,45.7",https://sws.geonames.org/681179/,,,,populated place,,,,,1899,,,,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
Thessaly,1988,1989,,-320,-320,,,,,,,,8.193,,,,Thessaly (Greece),,https://sws.geonames.org/6697809/,https://pleiades.stoa.org/places/1332,Thessalia,,first-order administrative division,,,,,1988,,,1989,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
"Roussé, Bulgaria",1979,1979,,-320,-320,,,,,,,,8.195,,,,Ruse (Bulgaria),,https://sws.geonames.org/727524/,,,,first-order administrative division,,,,,1979,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
"Gostilica, Bulgaria",1958,1958,,-320,-320,,,,,,,,8.197,,,397,Gostilitsa (Bulgaria),"25.36667,43.03333",https://sws.geonames.org/731114/,,,,populated place,,,,,1958,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
"Anthienou-Arsos, Cyprus",1941,1941,,-320,-320,,,,,,,,8.198,,,,Athienou (Cyprus),"33.54166,35.06183",https://sws.geonames.org/146768/,,,,populated place,,,,,1941,,,,,,,,,Cyprus,http://nomisma.org/id/hellenistic_greece
"Akcakale, Turkey",1958,1958,,-317,-316,,,,,,,,8.201,,,,Akçakale (Türkiye),"38.9475,36.71111",https://sws.geonames.org/324944/,,,,seat of a second-order administrative division,,,,,1958,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
"Scione, Greece",1985,1985,,-315,-315,,,,,,,,8.203,,,,Kassándra (Greece),"23.46071,40.01955",https://sws.geonames.org/260840/,https://pleiades.stoa.org/places/501620,Skione,,peninsula,,,,,1985,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
"Kirman-shah, Iran",1974,1975,,-315,-315,,,,,,,,8.205,,,,Kermān,,https://sws.geonames.org/128233/,,,,region,,,,,1974,,,1975,,,,,,East,http://nomisma.org/id/hellenistic_greece
Lebanon,1987,1987,,-315,-315,,,,,,,,8.207,,,,Lebanon,,https://sws.geonames.org/272103/,,,,independent political entity,,,,,1987,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
Cilicia,1991,1991,,-310,-310,,,,,,,,8.210,,,,Cilicie,,https://sws.geonames.org/8261117/,https://pleiades.stoa.org/places/658440,Cilicia,,historical region,,,,,1991,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
"Varna, Bulgaria",1955,1955,,-275,-265,,,,,,,,8.212,,,859,Varna (Bulgaria),"27.91667,43.21667",https://sws.geonames.org/726050/,,,,seat of a first-order administrative division,,,,,1955,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
"Nikisiani, Mount Pangaion, Greece
Tomb G",,,,-305,-297,,,,,,,,8.214,,,,Nikisiani (Greece),"24.14311,40.94739",https://sws.geonames.org/734919/,,,,populated place,,,,,,TRUE,,,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
"Nikisiani, Macedonia, Greece
Tomb ST",,,,-305,-297,,,,,,,,8.217,,,,Nikisiani (Greece),"24.14311,40.94739",https://sws.geonames.org/734919/,,,,populated place,,,,,,TRUE,,,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
Ashkelon,1990,1990,,-305,-290,,,,,,,,8.220,,,,Ashqelon (Israel),"34.57149,31.66926",https://sws.geonames.org/295620/,https://pleiades.stoa.org/places/687839,Ashqelon/Ascalon,,populated place,,,,,1990,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
Turkey?,1987,1987,,-305,-281,,,,,,,,8.221,,,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,,independent political entity,,,,,1987,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
Asia Minor,1725,1725,true,-300,-300,,,,,,,,8.225,,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,1725,,TRUE,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
"Tutrakan, Bulgaria",1964,1964,,-300,-300,,,,,,,,8.230,,,836,Turtucaia (Bulgaria),"26.61206,44.04906",https://sws.geonames.org/726141/,,,,seat of a second-order administrative division,,,,,1964,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
Asia Minor,1989,1989,,-300,-300,,,,,,,,8.236,,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,1989,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
Asia Minor,1993,1993,,-300,-200,,,,,,,,8.238,,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,1993,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
"Rhodes, ancient city",1976,1977,,-300,-280,,,,,,,,8.239,,,,Rhodes (Greece),"28.22199,36.43556",https://sws.geonames.org/400666/,https://pleiades.stoa.org/places/590030,Rhodos (settlement),,seat of a second-order administrative division,,,,,1976,,,1977,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Dalyan, near ancient Caunus, Caria",1954,1954,,-300,-200,,,,,,,,8.247,,,1345,Dalyan (Türkiye),"28.6446,36.83429",https://sws.geonames.org/317681/,https://pleiades.stoa.org/places/638796,Caunus,,populated place,,,,,1954,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Claros, Asia Minor",,,,-294,-280,,,,,,,,8.249,,,,Klaros (Türkiye),"27.19307,38.005",https://sws.geonames.org/8410831/,https://pleiades.stoa.org/places/599719,Klaros,,archaeological/prehistoric site,,,,,,TRUE,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Region of Antakya, Turkey",,,,-290,-290,,,,,,,,8.250,,,,Antakya (Türkiye),"36.15722,36.20655",https://sws.geonames.org/323779/,https://pleiades.stoa.org/places/658381,Antiochia/Theoupolis,,seat of a first-order administrative division,,,,,,TRUE,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
Near East,1983,1983,true,-285,-285,,,,,,,,8.255,,,,Levant,,https://sws.geonames.org/305104/,https://pleiades.stoa.org/places/930907033,Levant (region),,region,,,,,1983,TRUE,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
"Failaka, Kuwait",1984,1984,,-285,-285,,,,,,,,8.256,,,,Failaka Island,"48.33472,29.44056",https://sws.geonames.org/285638/,https://pleiades.stoa.org/places/912841,E-kara/Icarus (island),,island,,,,,1984,,,,,,,,,East,http://nomisma.org/id/hellenistic_greece
"Malko Topolovo, c. 30 km SE of Plovdiv, Bulgaria",1940,1940,,-285,-275,,,,,,,,8.257,,,853,Malko Topolovo (Bulgaria),"25,41.9",https://sws.geonames.org/729325/,,,,section of populated place,,,,,1940,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
Nea Potideia,1984,1984,,-281,-275,,,,,,,,8.261,,,,Nea Potidaia (Greece),"23.32874,40.19428",https://sws.geonames.org/8411066/,https://pleiades.stoa.org/places/491701,Poteidaia/Kassandreia,,populated place,,,,,1984,,,,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
Northern Asia Minor,1970,1970,,-280,-280,,,,,,,,8.266,,,1367,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,http://nomisma.org/id/greek_northern_asia_minor,region,,,,,1970,,,,,,,,,Asia_Minor_north,http://nomisma.org/id/hellenistic_greece
"Denizli, Turkey",1982,1982,,-280,-280,,,,,,,,8.267,,,,Denizli (Türkiye),"29.0875,37.77417",https://sws.geonames.org/317109/,,,,seat of a first-order administrative division,,,,,1982,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
"Haymana, Turkey",1920,1930,,-280,-280,,,,,,,,8.268,,,,Haymana (Türkiye),"32.49732,39.43212",https://sws.geonames.org/312289/,,,,seat of a second-order administrative division,,,,,1920,,,1930,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
"Amphipolis, Greece",,1973,,-280,-280,,,,,,,,8.270,,,,Amphipolis (Greece),"23.84618,40.82442",https://sws.geonames.org/736893/,https://pleiades.stoa.org/places/501347,Amphipolis,,populated place,,,,,,,,1973,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
"Karditsa, Greece",1973,1973,,-280,-275,,,,,,,,8.271,,,,Karditsa (Greece),"21.92191,39.36485",https://sws.geonames.org/260989/,,,,seat of a second-order administrative division,,,,,1973,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Asia Minor,1988,1988,,-275,-275,,,,,,,,8.275,,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,1988,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
"Thessaly, Greece",,,,-270,-270,,,,,,,,8.278,,,,Thessaly (Greece),,https://sws.geonames.org/6697809/,https://pleiades.stoa.org/places/1332,Thessalia,,first-order administrative division,,,,,,TRUE,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Turkey,1989,1989,,-260,-260,,,,,,,,8.280,,,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,,independent political entity,,,,,1989,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
"Eretria, Euboea, Greece",1981,1981,,-260,-260,,,,,,,,8.281,,,,Eretria (Greece),"23.8022,38.40097",https://sws.geonames.org/262628/,https://pleiades.stoa.org/places/579925,Eretria,,seat of a third-order administrative division,,,,,1981,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
"Eretria, Euboea, Greece",1981,1981,,-260,-260,,,,,,,,8.282,,,,Eretria (Greece),"23.8022,38.40097",https://sws.geonames.org/262628/,https://pleiades.stoa.org/places/579925,Eretria,,seat of a third-order administrative division,,,,,1981,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
"Bolu area (?), Northern Turkey",,1989,,-250,-250,,,,,,,,8.293,,,,Bolu (Türkiye),,https://sws.geonames.org/750510/,,,,first-order administrative division,,,,,,,,1989,,,,,,Asia_Minor_North,http://nomisma.org/id/hellenistic_greece
Caria,1988,1989,,-250,-250,,,,,,,,8.294,,,,Carie,,https://sws.geonames.org/8261116/,https://pleiades.stoa.org/places/1001916,Karia (late Roman province),,historical region,,,,,1988,,,1989,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Hija e Korbit, Albania",,,,-250,-225,,,,,,,,8.299,,,,Hij’ e Korbit (Albania),"20.68333,40.68333",https://sws.geonames.org/782984/,,,,mountain,,,,,,TRUE,,,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
"Tell Halaf, Turkey",1913,1913,,-246,-240,,,,,,,,8.302,,,,Tall Ḩalaf (Syria),"40.03843,36.82399",https://sws.geonames.org/163571/,https://pleiades.stoa.org/places/874662,Resaina/Theodosiopolis,,populated place,,,,,1913,,,,,,,,,East,http://nomisma.org/id/hellenistic_greece
Turkey,1984,1984,,-240,-240,,,,,,,,8.305,,,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,,independent political entity,,,,,1984,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
Aradus?,,1981,,-230,-230,,,,,,,,8.311,,,,Ruad Island,"35.85888,34.85632",https://sws.geonames.org/172879/,https://pleiades.stoa.org/places/668197,Arados,,island,,,,TRUE,,,,1981,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
"Moda, Turkey",1975,1975,,-225,-225,,,,,,,,8.315,,,,Moda (Türkiye),"30.7207,38.20628",https://sws.geonames.org/10876204/,,,,area,,,,,1975,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
South-West Asia Minor,1991,1991,,-225,-225,,,,,,,,8.317,,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,http://nomisma.org/id/greek_western_asia_minor,region,,,,,1991,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
"Zakynthus, Greece",1904,1904,,-225,-225,,,,,,,,8.318,,,245,Zakynthos (Greece),"20.89555,37.78022",https://sws.geonames.org/251280/,https://pleiades.stoa.org/places/531155,Zacynthus (island),,seat of a second-order administrative division,,,,,1904,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1990,,-225,-225,,,,,,,,8.321,,,,,,,,,,,,,,TRUE,,,,1990,,,,,,Unknown ,http://nomisma.org/id/hellenistic_greece
"Cassandrea, Macedonia",1985,1987,,-220,-220,,,,,,,,8.322,,,,Nea Potidaia (Greece),"23.32874,40.19428",https://sws.geonames.org/8411066/,https://pleiades.stoa.org/places/491701,Poteidaia/Kassandreia,,populated place,,,,,1985,,,1987,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
"Kirazlı, near Amasya, Turkey",1939,1939,,-220,-220,,,,,,,,8.324,,,1369,Amasya (Türkiye),"35.83306,40.65333",https://sws.geonames.org/752015/,https://pleiades.stoa.org/places/857018,Amaseia,,seat of a first-order administrative division,,,,,1939,,,,,,,,,Asia_Minor_north,http://nomisma.org/id/hellenistic_greece
"Morgantina, Sicily",1983,1983,,-210,-210,,,,,,,,8.333,,,,Morgantina (Italy),"14.4,37.41667",https://sws.geonames.org/2524052/,,,,ruin(s),,,,,1983,,,,,,,,,Sicily,http://nomisma.org/id/hellenistic_greece
North West Turkey,1982,1982,,-200,-200,,,,,,,,8.341,,,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,http://nomisma.org/id/greek_northwestern_asia_minor,independent political entity,,,,,1982,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
Izmir,1884,1884,,-200,-200,,,,,,,,8.343,,,1313,Izmir (Türkiye),"27.13838,38.41273",https://sws.geonames.org/311046/,https://pleiades.stoa.org/places/550771,Naulochon/Smyrna/Palaia Smyrna,,seat of a first-order administrative division,,,,,1884,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
Asia Minor,,1944,,-200,-200,,,,,,,,8.346,,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,,,,1944,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
Rhodes?,,1987,,-200,-200,,,,,,,,8.347,,,,Rhodes,"27.96081,36.19613",https://sws.geonames.org/400665/,https://pleiades.stoa.org/places/590031,Rhodos (island),,island,,,,TRUE,,,,1987,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Rhodes, Leros or Caria",1970,1973,,-200,-200,,,,,,,,8.348,,,,Rhodes,"27.96081,36.19613",https://sws.geonames.org/400665/,https://pleiades.stoa.org/places/590031,Rhodos (island),,island,,,,TRUE,1970,,TRUE,1973,,TRUE,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
Turkey,,1984,,-200,-200,,,,,,,,8.353,,,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,,independent political entity,,,,,,,,1984,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
"Lechaena, near Patras, Greece",1986,1986,true,-200,-100,,,,,,,,8.358,,,,Lechainá (Greece),"21.26667,37.93333",https://sws.geonames.org/258522/,,,,seat of a third-order administrative division,,,,TRUE,1986,TRUE,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
unknown findspot,,,,-200,-100,,,,,,,,8.366,,,,,,,,,,,,,,TRUE,,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
Asia Minor,1989,1989,,-195,-195,,,,,,,,8.370,,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,1989,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
Lycia?,1984,1984,,-190,-190,,,,,,,,8.374,,,,Lycie,,https://sws.geonames.org/8261119/,https://pleiades.stoa.org/places/638965,Lycia,,historical region,,,,,1984,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
Turkey,,,,-190,-190,,,,,,,,8.376,,,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,,independent political entity,,,,,,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
"Drama, Greece",1976,1976,,-187,-168,,,,,,,,8.392,,,,Drama (Greece),"24.1473,41.15283",https://sws.geonames.org/736364/,,,,seat of a second-order administrative division,,,,,1976,,,,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
"Kargı, near Fethiye",1975,1975,,-175,-175,,,,,,,,8.415,,,,Kargı (Türkiye),"29.07557,36.70132",https://sws.geonames.org/309131/,,,,populated place,,,,,1975,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"unknown findspot, Turkey",,,,-175,-150,,,,,,,,8.416,,,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,,independent political entity,,,,TRUE,,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
"Lechaena, near Patras, Greece",1979,1979,,-175,-150,,,,,,,,8.417,,,,Lechainá (Greece),"21.26667,37.93333",https://sws.geonames.org/258522/,,,,seat of a third-order administrative division,,,,,1979,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
"Thessaly, Greece",1985,1986,,-170,-170,,,,,,,,8.422,,,,Thessaly (Greece),,https://sws.geonames.org/6697809/,https://pleiades.stoa.org/places/1332,Thessalia,,first-order administrative division,,,,,1985,,,1986,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Central/Northern Greece?,1985,1986,,-170,-170,,,,,,,,8.423,,,,Central Greece (Greece),,https://sws.geonames.org/6697800/,,,,first-order administrative division,,,,,1985,,,1986,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
"Region of Almyros, Thessaly",1980,1984,true,-170,-170,,,,,,,,8.424,,,,Almyros (Greece),,https://sws.geonames.org/8133791/,,,,third-order administrative division,,,,,1980,,TRUE,1984,,TRUE,,,,Greece,http://nomisma.org/id/hellenistic_greece
"Thessalonike area?, Greece",1992,1992,true,-170,-170,,,,,,,,8.426,,,,Thessaloniki (Greece),"22.93086,40.64361",https://sws.geonames.org/734077/,https://pleiades.stoa.org/places/491741,Thessalonica,,seat of a first-order administrative division,,,,TRUE,1992,TRUE,,,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
Turkey,1990,1990,,-170,-170,,,,,,,,8.428,,,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,,independent political entity,,,,,1990,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
"Near Vonitsa, Acarnania, Greece",1993,1993,,-168,-168,,,,,,,,8.431,,,,Aktio-Vonitsa (Greece),,https://sws.geonames.org/8133701/,,,,third-order administrative division,,,,,1993,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
unknown,1982,1982,,-160,-160,,,,,,,,8.437,,,,,,,,,,,,,,TRUE,1982,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1984,,-150,-150,,,,,,,,8.439,,,,,,,,,,,,,,TRUE,,,,1984,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
Northern Syria (?),1983,1983,,-150,-150,,,,,,,,8.440,,,,Syria,,https://sws.geonames.org/163843/,https://pleiades.stoa.org/places/981550,Syria (Roman imperial province),,independent political entity,,,,TRUE,1983,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
Turkey,1984,1985,,-150,-1,,,,,,,,8.444,,,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,,independent political entity,,,,,1984,,,1985,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
"Ninica Claudiopolis, Turkey",1987,1987,,-150,-150,,,,,,,,8.445,,,,Mut (Türkiye),"33.43885,36.64389",https://sws.geonames.org/304013/,https://pleiades.stoa.org/places/648723,Ninica/Col. Iulia Augusta Felix/Claudiopolis,,seat of a second-order administrative division,,,,,1987,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
